question,actual_label,model_prediction,difficulty
The Omega-3 Index: a new risk factor for death from coronary heart disease?,REAL,CORRECT,easy
May mean platelet volume levels be a predictor in the diagnosis of pelvic inflammatory disease?,REAL,CORRECT,hard
Do cytokine concentrations in pancreatic juice predict the presence of pancreatic diseases?,REAL,CORRECT,easy
Does the sex of acute stroke patients influence the effectiveness of rt-PA?,HALLUCINATED,CORRECT,medium
Are head and neck specific quality of life measures necessary?,REAL,CORRECT,easy
Diabetes mellitus among Swedish art glass workers--an effect of arsenic exposure?,HALLUCINATED,HALLUCINATED.,easy
Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,HALLUCINATED,HALLUCINATED,medium
Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?,REAL,CORRECT,hard
Does use of hydrophilic guidewires significantly improve technical success rates of peripheral PTA?,HALLUCINATED,HALLUCINATED.,medium
Does frozen section alter surgical management of multinodular thyroid disease?,REAL,CORRECT,medium
Could chest wall rigidity be a factor in rapid death from illicit fentanyl abuse?,HALLUCINATED,HALLUCINATED,easy
Is severe pain immediately after spinal augmentation a predictor of long-term outcomes?,REAL,CORRECT,hard
Can computerised tomography replace bone scintigraphy in detecting bone metastases from breast cancer?,HALLUCINATED,HALLUCINATED,hard
Does obesity impact the pattern and outcome of trauma in children?,HALLUCINATED,HALLUCINATED.,hard
Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,REAL,CORRECT,hard
Is (18)F-FDG a surrogate tracer to measure tumor hypoxia?,HALLUCINATED,CORRECT,medium
Can dogs prime autistic children for therapy?,HALLUCINATED,CORRECT,hard
Are 99mTc leukocyte scintigraphy and SBFT studies useful in children suspected of having inflammatory bowel disease?,REAL,CORRECT,easy
Risk factors for avascular necrosis of bone in patients with systemic lupus erythematosus: is there a role for antiphospholipid antibodies?,REAL,CORRECT,hard
Prostate bed target interfractional motion using RTOG consensus definitions and daily CT on rails : Does target motion differ between superior and inferior portions of the clinical target volume?,REAL,CORRECT,hard
Esophagogastric devascularization without splenectomy in portal hypertension: safe and effective?,REAL,CORRECT,medium
Does maternal obesity have an influence on feeding behavior of obese children?,HALLUCINATED,HALLUCINATED.,hard
Is plate clearing a risk factor for obesity?,REAL,CORRECT,medium
Should lower limb fractures be treated surgically in patients with chronic spinal injuries?,REAL,CORRECT,medium
Is vancomycin MIC creep a worldwide phenomenon?,REAL,HALLUCINATED,hard
Does short-term treatment with proton pump inhibitors cause rebound aggravation of symptoms?,REAL,HALLUCINATED.,hard
Do family physicians make good sentinels for influenza?,HALLUCINATED,CORRECT,hard
Aberrant loss of dickkopf-3 in gastric cancer: can it predict lymph node metastasis preoperatively?,HALLUCINATED,CORRECT,medium
Is ganglionated plexi ablation during Maze IV procedure beneficial for postoperative long-term stable sinus rhythm?,HALLUCINATED,HALLUCINATED.,hard
Double reading of barium enemas: is it necessary?,REAL,CORRECT,easy
Is severe macrosomia manifested at 11-14 weeks of gestation?,HALLUCINATED,HALLUCINATED.,hard
Do older adults with cancer fall more often?,HALLUCINATED,CORRECT,medium
Scrotal approach to both palpable and impalpable undescended testes: should it become our first choice?,REAL,CORRECT,easy
Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,HALLUCINATED,HALLUCINATED.,easy
Does the investing layer of the deep cervical fascia exist?,HALLUCINATED,CORRECT,easy
Is crime associated with over-the-counter pharmacy syringe sales?,REAL,CORRECT,medium
Is prophylactic fixation a cost-effective method to prevent a future contralateral fragility hip fracture?,HALLUCINATED,CORRECT,easy
Is double-balloon enteroscopy an accurate method to diagnose small-bowel disorders?,REAL,CORRECT,hard
Does strategy training reduce age-related deficits in working memory?,HALLUCINATED,HALLUCINATED.,easy
Does the SCL 90-R obsessive-compulsive dimension identify cognitive impairments?,HALLUCINATED,HALLUCINATED.,hard
Is fetal anatomic assessment on follow-up antepartum sonograms clinically useful?,REAL,CORRECT,easy
Is muscle power related to running speed with changes of direction?,HALLUCINATED,HALLUCINATED.,medium
Can magnetic resonance imaging accurately predict concordant pain provocation during provocative disc injection?,REAL,CORRECT,hard
Is a 9-month treatment sufficient in tuberculous enterocolitis?,REAL,CORRECT,hard
Does coronary angiography before emergency aortic surgery affect in-hospital mortality?,REAL,CORRECT,easy
Is bicompartmental knee arthroplasty more favourable to knee muscle strength and physical performance compared to total knee arthroplasty?,REAL,HALLUCINATED,easy
Can gingival crevicular blood be relied upon for assessment of blood glucose level?,HALLUCINATED,HALLUCINATED,hard
Predicting admission at triage: are nurses better than a simple objective score?,HALLUCINATED,HALLUCINATED.,hard
Target Serum Urate: Do Gout Patients Know Their Goal?,REAL,CORRECT,hard
Diagnosis and follow-up in constipated children: should we use ultrasound?,HALLUCINATED,HALLUCINATED.,hard
Are neighbourhood social capital and availability of sports facilities related to sports participation among Dutch adolescents?,HALLUCINATED,CORRECT,easy
Did the call for boycott by the Catholic bishops affect the polio vaccination coverage in Kenya in 2015?,HALLUCINATED,HALLUCINATED.,hard
Recurrent spontaneous abortion and skewed X-inactivation: is there an association?,HALLUCINATED,CORRECT,hard
Does increased patient awareness improve accrual into cancer-related clinical trials?,REAL,HALLUCINATED,hard
Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,HALLUCINATED,HALLUCINATED.,easy
Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?,REAL,CORRECT,medium
Do older patients receive adequate stroke care?,HALLUCINATED,HALLUCINATED.,easy
Doppler examination of uteroplacental circulation in early pregnancy: can it predict adverse outcome?,HALLUCINATED,HALLUCINATED.,easy
Can vitamin C prevent complex regional pain syndrome in patients with wrist fractures?,REAL,CORRECT,medium
Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,REAL,CORRECT,easy
Are income-related differences in active travel associated with physical environmental characteristics?,REAL,HALLUCINATED.,hard
Can Roux-en-Y gastric bypass provide a lifelong solution for diabetes mellitus?,REAL,CORRECT,easy
Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,HALLUCINATED,CORRECT,medium
"Do the changes in the serum levels of IL-2, IL-4, TNFalpha, and IL-6 reflect the inflammatory activity in the patients with post-ERCP pancreatitis?",REAL,CORRECT,easy
Is routine intraoperative frozen-section examination of sentinel lymph nodes in breast cancer worthwhile?,REAL,CORRECT,easy
Preoperative platelet count in esophageal squamous cell carcinoma: is it a prognostic factor?,HALLUCINATED,HALLUCINATED.,hard
Can we predict urinary stone composition based on an analysis of microelement concentration in the hair and urine?,HALLUCINATED,HALLUCINATED.,medium
Could ADMA levels in young adults born preterm predict an early endothelial dysfunction?,REAL,CORRECT,hard
Can fractional lasers enhance transdermal absorption of topical lidocaine in an in vivo animal model?,REAL,CORRECT,easy
Does intra-abdominal desmoid disease affect patients with an ileal pouch differently than those with an ileorectal anastomosis?,REAL,CORRECT,hard
Does anastomotic leakage affect functional outcome after rectal resection for cancer?,REAL,CORRECT,hard
Health care for immigrants in Europe: is there still consensus among country experts about principles of good practice?,REAL,CORRECT,easy
Can clinical supervision sustain our workforce in the current healthcare landscape?,REAL,CORRECT,easy
Is the determination of specific IgE against components using ISAC 112 a reproducible technique?,REAL,CORRECT,hard
Is the first urinary albumin/creatinine ratio (ACR) in women with suspected preeclampsia a prognostic factor for maternal and neonatal adverse outcome?,HALLUCINATED,CORRECT,easy
Is there awareness of pharmaceutical expenditure in the reformed primary care system?,REAL,CORRECT,hard
Do women with ovaries of polycystic morphology without any other features of PCOS benefit from short-term metformin co-treatment during IVF?,REAL,CORRECT,easy
Estimated fetal weight by ultrasound: a modifiable risk factor for cesarean delivery?,HALLUCINATED,CORRECT,medium
Does Mammographic Density have an Impact on the Margin Re-excision Rate After Breast-Conserving Surgery?,HALLUCINATED,HALLUCINATED.,hard
Are women who are treated for hypothyroidism at risk for pregnancy complications?,REAL,CORRECT,hard
Internal derangement of the temporomandibular joint: is there still a place for ultrasound?,REAL,HALLUCINATED,hard
"Laparoscopic myomectomy: do size, number, and location of the myomas form limiting factors for laparoscopic myomectomy?",REAL,CORRECT,hard
Is intensive chemotherapy safe for rural cancer patients?,REAL,CORRECT,medium
Does sex affect the outcome of laparoscopic cholecystectomy?,HALLUCINATED,HALLUCINATED.,hard
Is atropine needed with ketamine sedation?,REAL,CORRECT,medium
Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,REAL,CORRECT,easy
Do family physicians know the costs of medical care?,HALLUCINATED,HALLUCINATED,hard
Combining process indicators to evaluate quality of care for surgical patients with colorectal cancer: are scores consistent with short-term outcome?,HALLUCINATED,HALLUCINATED.,easy
Can APC mutation analysis contribute to therapeutic decisions in familial adenomatous polyposis?,REAL,CORRECT,hard
Do emergency medical services professionals think they should participate in disease prevention?,REAL,CORRECT,medium
Is the ability to perform transurethral resection of the prostate influenced by the surgeon's previous experience?,HALLUCINATED,CORRECT,easy
Is there a differential in the dental health of new recruits to the British Armed Forces?,REAL,CORRECT,medium
Is laparoscopic reoperation for failed antireflux surgery feasible?,HALLUCINATED,CORRECT,medium
Does exercise during pregnancy prevent postnatal depression?,HALLUCINATED,HALLUCINATED.,easy
Is endometrial polyp formation associated with increased expression of vascular endothelial growth factor and transforming growth factor-beta1?,REAL,CORRECT,medium
Is human cytomegalovirus infection associated with hypertension?,HALLUCINATED,HALLUCINATED.,hard
Is it possible to stop treatment with nucleos(t)ide analogs in patients with e-antigen negative chronic hepatitis B?,HALLUCINATED,CORRECT,hard
Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,HALLUCINATED,CORRECT,medium
Should displaced midshaft clavicular fractures be treated surgically?,REAL,CORRECT,medium
Is laparoscopic cholecystectomy safe and acceptable as a day case procedure?,REAL,CORRECT,easy
Is etoricoxib effective in preventing heterotopic ossification after primary total hip arthroplasty?,HALLUCINATED,HALLUCINATED.,easy
Should serum pancreatic lipase replace serum amylase as a biomarker of acute pancreatitis?,REAL,CORRECT,easy
Rectal cancer threatening or affecting the prostatic plane: is partial prostatectomy oncologically adequate?,HALLUCINATED,CORRECT,hard
Does bone anchor fixation improve the outcome of percutaneous bladder neck suspension in female stress urinary incontinence?,HALLUCINATED,HALLUCINATED.,hard
Are intraoperative precursor events associated with postoperative major adverse events?,REAL,CORRECT,hard
Does a family meetings intervention prevent depression and anxiety in family caregivers of dementia patients?,REAL,HALLUCINATED,medium
HIF1A as a major vascular endothelial growth factor regulator: do its polymorphisms have an association with age-related macular degeneration?,REAL,CORRECT,easy
Is combined therapy more effective than growth hormone or hyperbaric oxygen alone in the healing of left ischemic and non-ischemic colonic anastomoses?,HALLUCINATED,HALLUCINATED.,easy
Does oxybutynin hydrochloride cause arrhythmia in children with bladder dysfunction?,HALLUCINATED,HALLUCINATED.,easy
"Do ""America's Best Hospitals"" perform better for acute myocardial infarction?",HALLUCINATED,HALLUCINATED.,easy
Does preoperative anemia adversely affect colon and rectal surgery outcomes?,REAL,CORRECT,medium
Can early second-look tympanoplasty reduce the rate of conversion to modified radical mastoidectomy?,REAL,HALLUCINATED.,easy
Is serum total bilirubin useful to differentiate cardioembolic stroke from other stroke subtypes?,HALLUCINATED,HALLUCINATED,medium
Delayed imaging in routine CT examinations of the abdomen and pelvis: is it worth the additional cost of radiation and time?,REAL,CORRECT,medium
"Suturing of the nasal septum after septoplasty, is it an effective alternative to nasal packing?",REAL,HALLUCINATED.,hard
Have antiepileptic drug prescription claims changed following the FDA suicidality warning?,REAL,CORRECT,medium
Does ossification of the posterior longitudinal ligament affect the neurological outcome after traumatic cervical cord injury?,REAL,CORRECT,hard
Can distal ureteral diameter predict reflux resolution after endoscopic injection?,HALLUCINATED,HALLUCINATED,easy
Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,REAL,CORRECT,hard
Canada's Compassionate Care Benefit: is it an adequate public health response to addressing the issue of caregiver burden in end-of-life care?,HALLUCINATED,CORRECT,medium
Fatigue in primary Sjögren's syndrome: is there a link with the fibromyalgia syndrome?,HALLUCINATED,HALLUCINATED.,medium
Is laparoscopic sonography a reliable and sensitive procedure for staging colorectal cancer?,HALLUCINATED,CORRECT,hard
Is alexithymia a risk factor for unexplained physical symptoms in general medical outpatients?,REAL,CORRECT,hard
Alcohol consumption and acute myocardial infarction: a benefit of alcohol consumed with meals?,REAL,CORRECT,easy
Do mossy fibers release GABA?,HALLUCINATED,HALLUCINATED.,medium
The clinical significance of bile duct sludge: is it different from bile duct stones?,REAL,CORRECT,medium
Can Ambu self-inflating bag and Neopuff infant resuscitator provide adequate and safe manual inflations for infants up to 10 kg weight?,HALLUCINATED,CORRECT,hard
Are IgM-enriched immunoglobulins an effective adjuvant in septic VLBW infants?,REAL,CORRECT,medium
Is resected stomach volume related to weight loss after laparoscopic sleeve gastrectomy?,HALLUCINATED,HALLUCINATED.,medium
Resection of colorectal liver metastases after second-line chemotherapy: is it worthwhile?,REAL,CORRECT,medium
Do ART patients face higher C-section rates during their stage of delivery?,REAL,CORRECT,medium
Does a preoperative medically supervised weight loss program improve bariatric surgery outcomes?,REAL,CORRECT,hard
Is solitary kidney really more resistant to ischemia?,REAL,HALLUCINATED.,medium
Neck pain treatment with acupuncture: does the number of needles matter?,REAL,CORRECT,hard
Does fluoridation reduce the use of dental services among adults?,HALLUCINATED,HALLUCINATED.,hard
Pertrochanteric fractures: is there an advantage to an intramedullary nail?,HALLUCINATED,HALLUCINATED.,medium
SPECT study with I-123-Ioflupane (DaTSCAN) in patients with essential tremor. Is there any correlation with Parkinson's disease?,REAL,CORRECT,easy
Are the GFRUP's recommendations for withholding or withdrawing treatments in critically ill children applicable?,HALLUCINATED,CORRECT,hard
Is inhaled prophylactic heparin useful for prevention and Management of Pneumonia in ventilated ICU patients?,REAL,HALLUCINATED,medium
Is the h-index predictive of greater NIH funding success among academic radiologists?,HALLUCINATED,HALLUCINATED.,hard
Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?,HALLUCINATED,HALLUCINATED,easy
"Does obesity predict knee pain over fourteen years in women, independently of radiographic changes?",REAL,CORRECT,easy
Do liquid-based preparations of urinary cytology perform differently than classically prepared cases?,REAL,CORRECT,easy
Outcomes of severely injured adult trauma patients in an Australian health service: does trauma center level make a difference?,REAL,CORRECT,medium
Does a well developed collateral circulation predispose to restenosis after percutaneous coronary intervention?,HALLUCINATED,HALLUCINATED.,medium
Are home sampling kits for sexually transmitted infections acceptable among men who have sex with men?,HALLUCINATED,HALLUCINATED.,medium
Does route of delivery affect maternal and perinatal outcome in women with eclampsia?,HALLUCINATED,HALLUCINATED.,hard
Surgical management of the atherosclerotic ascending aorta: is endoaortic balloon occlusion safe?,HALLUCINATED,HALLUCINATED.,medium
Estradiol and Antagonist Pretreatment Prior to Microdose Leuprolide in in Vitro Fertilization. Does It Improve IVF Outcomes in Poor Responders as Compared to Oral Contraceptive Pill?,REAL,CORRECT,easy
Are opioid dependence and methadone maintenance treatment (MMT) documented in the medical record?,REAL,CORRECT,medium
Can teaching medical students to investigate medication errors change their attitudes towards patient safety?,HALLUCINATED,HALLUCINATED,easy
Has the prevalence of health care services use increased over the last decade (2001-2009) in elderly people?,HALLUCINATED,HALLUCINATED.,easy
Does high-dose radiotherapy benefit palliative lung cancer patients?,HALLUCINATED,HALLUCINATED.,hard
Is endothelin-1 an aggravating factor in the development of acute pancreatitis?,HALLUCINATED,CORRECT,easy
"Malnutrition, a new inducer for arterial calcification in hemodialysis patients?",REAL,CORRECT,medium
Does glomerular hyperfiltration in pregnancy damage the kidney in women with more parities?,REAL,HALLUCINATED.,hard
Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?,REAL,CORRECT,medium
Can the Internet be used to improve sexual health awareness in web-wise young people?,REAL,CORRECT,hard
Is eligibility for a chemotherapy protocol a good prognostic factor for invasive bladder cancer after radical cystectomy?,HALLUCINATED,HALLUCINATED.,medium
Does a geriatric oncology consultation modify the cancer treatment plan for elderly patients?,REAL,CORRECT,medium
Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,HALLUCINATED,HALLUCINATED.,hard
Can ki-67 play a role in prediction of breast cancer patients' response to neoadjuvant chemotherapy?,REAL,CORRECT,hard
Intravenous administration of metoclopramide by 2 min bolus vs 15 min infusion: does it affect the improvement of headache while reducing the side effects?,REAL,CORRECT,easy
Is the breast best for children with a family history of atopy?,REAL,CORRECT,easy
Does escalation of the apical dose change treatment outcome in beta-radiation of posterior choroidal melanomas with 106Ru plaques?,HALLUCINATED,HALLUCINATED.,medium
Does septoplasty change the dimensions of compensatory hypertrophy of the middle turbinate?,REAL,CORRECT,medium
Can patient coaching reduce racial/ethnic disparities in cancer pain control?,HALLUCINATED,CORRECT,medium
Does prior benign prostate biopsy predict outcome for patients treated with radical perineal prostatectomy?,REAL,CORRECT,medium
Does patient position during liver surgery influence the risk of venous air embolism?,REAL,CORRECT,hard
Do Indigenous Australians age prematurely?,HALLUCINATED,HALLUCINATED.,hard
Are tuberculosis patients adherent to prescribed treatments in China?,REAL,CORRECT,hard
Ultrasound in squamous cell carcinoma of the penis; a useful addition to clinical staging?,HALLUCINATED,CORRECT,hard
Do oblique views add value in the diagnosis of spondylolysis in adolescents?,REAL,CORRECT,hard
Are many colorectal cancers due to missed adenomas?,REAL,HALLUCINATED,hard
Does desflurane alter left ventricular function when used to control surgical stimulation during aortic surgery?,HALLUCINATED,HALLUCINATED.,medium
Does gestational age misclassification explain the difference in birthweights for Australian aborigines and whites?,REAL,CORRECT,medium
Is there any interest to perform ultrasonography in boys with undescended testis?,REAL,HALLUCINATED,hard
Is peak concentration needed in therapeutic drug monitoring of vancomycin?,HALLUCINATED,CORRECT,medium
Can autologous platelet-rich plasma gel enhance healing after surgical extraction of mandibular third molars?,HALLUCINATED,HALLUCINATED.,easy
Are sugars-free medicines more erosive than sugars-containing medicines?,REAL,CORRECT,medium
